"","指数代码","名称","最新价","涨跌额","涨跌幅","振幅","成交量","成交额","昨收","今开","最高","最低","5分钟涨跌"
"653","471001","深成地产R","2273.94","-56.25","-2.41%","2.90","10188493","12658928384","2330.19","2296.50","2330.19","2262.55","-0.01%"
"654","399991","一带一路","1597.38","-39.55","-2.42%","2.17","7458700800","65425454336","1636.93","1626.10","1628.68","1593.16","-0.09%"
"655","399688","深成电信","2272.94","-56.88","-2.44%","2.70","671667264","18398686976","2329.82","2306.07","2331.56","2268.66","-0.11%"
"656","399707","CSSW证券","8017.63","-200.81","-2.44%","3.17","7982902272","112379146240","8218.44","8080.83","8249.69","7989.23","-0.16%"
"657","399322","国证治理","9645.51","-241.11","-2.44%","1.98","6698271232","131741986816","9886.62","9791.57","9804.63","9609.35","-0.09%"
"658","971001","深成地产","1854.55","-48.12","-2.53%","2.90","10188493","12658928384","1902.66","1872.95","1900.43","1845.26","-0.01%"
"659","399555","央视责任","5024.96","-131.69","-2.55%","2.14","5602988032","78183497728","5156.64","5114.17","5118.90","5008.44","-0.11%"
"660","399975","证券公司","1005.51","-26.43","-2.56%","3.19","9222861056","135456223232","1031.94","1013.65","1035.50","1002.61","-0.20%"
"661","399437","证券龙头","7595.37","-200.97","-2.58%","3.12","5544993792","91082338304","7796.34","7671.56","7818.77","7575.19","-0.15%"
"662","399355","长三角","4058.46","-110.10","-2.64%","2.20","4363221760","80908124160","4168.56","4119.80","4135.56","4044.00","-0.13%"
"663","399232","采矿指数","2161.38","-58.79","-2.65%","2.90","860964944","7817081344","2220.17","2196.17","2219.25","2154.86","0.06%"
"664","399439","国证油气","1168.20","-31.82","-2.65%","2.02","1063228832","4465206528","1200.02","1191.49","1191.49","1167.25","-0.04%"
"665","399554","央视治理","7998.15","-220.44","-2.68%","2.26","5104632320","93976518656","8218.59","8130.92","8154.26","7968.89","-0.05%"
"666","399356","珠三角","11834.24","-325.88","-2.68%","2.14","3614219680","104341450752","12160.12","12014.89","12056.57","11796.58","-0.09%"
"667","399402","周期100","3507.71","-96.91","-2.69%","2.11","13128486656","195708801024","3604.62","3553.74","3571.21","3495.24","-0.11%"
"668","399366","国证大宗","1998.00","-55.54","-2.70%","2.04","8832630016","69777907712","2053.54","2035.60","2035.60","1993.63","-0.11%"
"669","399321","国证红利","7248.57","-205.15","-2.75%","2.08","8017719296","128555626496","7453.71","7377.82","7380.13","7225.16","-0.10%"
"670","399357","环渤海","3075.67","-91.22","-2.88%","2.14","8106824448","67787043840","3166.88","3130.50","3135.31","3067.54","-0.08%"
"671","399411","红利100","3201.79","-95.38","-2.89%","2.09","7243187712","85510189056","3297.17","3256.55","3262.65","3193.69","-0.09%"
"672","399420","国证保证","1696.51","-51.44","-2.94%","3.18","5623679744","107222937600","1747.95","1720.42","1747.14","1691.56","-0.17%"
"673","489002","新华京东区块链R","1544.01","-46.71","-2.94%","2.65","65862922","97060950016","1590.72","1576.68","1580.51","1538.34","-0.07%"
"674","399901","小康指数","5149.05","-157.94","-2.98%","2.32","12461747200","146911412224","5306.99","5259.29","5259.29","5136.38","-0.13%"
"675","399966","800非银","7570.13","-241.88","-3.10%","3.08","10031106816","159391633408","7812.01","7673.68","7786.26","7545.93","-0.15%"
"676","399371","国证价值","6332.91","-203.38","-3.11%","2.26","22646032896","206772178944","6536.29","6464.33","6465.12","6317.16","-0.10%"
"677","399983","地产等权","8047.54","-258.21","-3.11%","2.27","1487579808","20507850240","8305.75","8164.34","8198.11","8009.84","-0.16%"
"678","399404","大盘低波","4792.95","-154.83","-3.13%","2.32","8636243200","70016290816","4947.78","4897.33","4897.33","4782.65","-0.14%"
"679","989002","新华京东区块链","1416.58","-47.44","-3.24%","2.64","65862922","97060950016","1464.02","1446.55","1450.07","1411.38","-0.07%"
"680","399613","深证能源","2599.50","-91.94","-3.42%","3.01","472892912","4336921600","2691.44","2665.16","2665.16","2584.15","-0.02%"
"681","399319","资源优势","1574.06","-56.29","-3.45%","2.50","7685164032","59092166144","1630.35","1610.06","1610.06","1569.31","-0.05%"
"682","399395","国证有色","4122.32","-149.06","-3.49%","2.55","4578383616","47006374400","4271.38","4216.82","4220.23","4111.46","-0.03%"
"683","399440","国证钢铁","1182.54","-43.42","-3.54%","2.63","2768020064","10669255424","1225.96","1211.67","1211.67","1179.48","-0.17%"
"684","399934","中证金融","6858.85","-256.13","-3.60%","2.71","18471889920","233054244864","7114.98","7005.16","7029.83","6836.97","-0.13%"
"685","399240","金融指数","1410.63","-52.83","-3.61%","3.36","4919989248","59442112256","1463.46","1430.98","1453.86","1404.74","-0.12%"
"686","399686","深成金融","2164.69","-81.86","-3.64%","3.34","4768491520","58920593408","2246.55","2197.84","2231.04","2155.97","-0.13%"
"687","399619","深证金融","7153.58","-273.55","-3.68%","3.41","3750669424","51861105408","7427.12","7260.94","7378.81","7125.24","-0.16%"
"688","399944","内地资源","2302.00","-89.64","-3.75%","2.69","5084542208","44209451520","2391.64","2360.85","2360.85","2296.52","-0.05%"
"689","399387","1000金融","5569.43","-217.75","-3.76%","2.97","16507870720","210487517184","5787.18","5699.74","5725.60","5553.66","-0.14%"
"690","399914","300金融","7144.78","-284.19","-3.83%","2.88","13428448512","189999640576","7428.97","7313.58","7335.95","7121.93","-0.13%"
"691","399680","深成能源","591.86","-23.61","-3.84%","3.48","427339120","4026591360","615.47","608.92","608.92","587.50","-0.04%"
"692","399373","大盘价值","7596.77","-303.12","-3.84%","2.73","9298462976","99144843264","7899.89","7796.25","7796.25","7580.29","-0.13%"
"693","399381","1000能源","1736.11","-69.60","-3.85%","2.88","2169629472","12114587904","1805.72","1783.55","1783.55","1731.47","-0.10%"
"694","399928","中证能源","1530.53","-63.02","-3.95%","2.94","1622758096","10005952512","1593.55","1573.57","1573.57","1526.76","-0.13%"
"695","399990","煤炭等权","1617.84","-68.71","-4.07%","3.08","1516226784","8822076672","1686.55","1663.40","1663.40","1611.52","-0.05%"
"696","399986","中证银行","6447.00","-291.52","-4.33%","3.54","5967347968","44569164032","6738.52","6649.79","6667.00","6428.45","-0.09%"
"697","399431","国证银行","6501.40","-300.37","-4.42%","3.58","5241745152","40634038528","6801.77","6708.38","6725.62","6482.37","-0.09%"
"698","399998","中证煤炭","1207.41","-57.00","-4.51%","3.21","1516226784","8822076672","1264.41","1243.76","1243.76","1203.11","-0.14%"
"699","399436","国证煤炭","2271.49","-111.35","-4.67%","3.33","1431744272","8274422528","2382.84","2343.11","2343.11","2263.83","-0.16%"
"700","399809","保险主题","2371.61","-131.14","-5.24%","3.52","1704712016","36288090368","2502.75","2446.59","2452.40","2364.38","-0.09%"
"701","395011","封闭基金","-","-","-","-","174","1626438","59.00","-","-","-","-"
"702","395031","国债","-","-","-","-","53814","539688496","212.00","-","-","-","-"
"703","395014","分级基金","-","-","-","-","-","-","0.00","-","-","-","-"
"704","395021","可转债","-","-","-","-","1487733","27913769984","6.00","-","-","-","-"
"705","395002","主板B股","-","-","-","-","510521","182214004","53.00","-","-","-","-"
"706","395013","ＥＴＦｓ","-","-","-","-","86585912","15392531200","14.00","-","-","-","-"
"707","395041","股票权证","-","-","-","-","-","-","0.00","-","-","-","-"
"708","395012","ＬＯＦｓ","-","-","-","-","17700268","1576814448","78.00","-","-","-","-"
"709","395024","公司债","-","-","-","-","-","-","0.00","-","-","-","-"
"710","395004","创业板","-","-","-","-","167708086","293069344768","281.00","-","-","-","-"
"711","395001","主板A股","-","-","-","-","217288340","217580335104","454.00","-","-","-","-"
"712","395022","企业债","-","-","-","-","5","55048","102.00","-","-","-","-"
"713","395032","债券回购","-","-","-","-","10971150","109711499264","9.00","-","-","-","-"
"714","395003","中小板","-","-","-","-","313622244","398486773760","649.00","-","-","-","-"
"715","395005","存托凭证","-","-","-","-","-","-","0.00","-","-","-","-"
