code,dayVol,weekVol,名称
399951,0.010565932408415564,0.026270352110326543,300银行
399952,0.01764377366149253,0.04048613748420772,300地产
399957,0.012933019532935349,0.030810260479988878,300运输
399958,0.014730843812860722,0.0339244937151685,创业成长
399959,0.017380307145017086,0.03923388383282534,军工指数
399961,0.015068626304546823,0.033169023165331914,中证上游
399963,0.01310645879843725,0.029818219485269686,中证下游
399964,0.01384953054477548,0.0312874152558345,中证新兴
399969,0.012813873806136706,0.02906341582640019,300非周
399977,0.013407897905918774,0.030910702464732428,内地低碳
399978,0.01455618203295886,0.03263513410586721,医药100
399979,0.015532898687286275,0.033967553300961455,大宗商品
399982,0.014820946496786941,0.03316907546596499,500等权
